failed_service,failed_mode,injected_severity,affected_service,graph_distance,baseline_error_rate,fault_window_error_rate,severity_delta,was_impacted,time_to_impact_ms,baseline_latency_ms,fault_window_latency_ms,latency_delta_ms,failed_betweenness,failed_in_degree,failed_out_degree,failed_is_articulation_point,affected_betweenness,affected_in_degree,affected_out_degree,has_direct_edge,direct_edge_timeout_ms,direct_edge_retries,fault_mode_down
svc-05,down,0.5,svc-14,,0.0,0.0,0.0,False,,16.8,17.6,0.8,0.01838,3,3,True,0.0,2,0,False,-1,-1,1
svc-05,down,0.5,svc-15,,0.0,0.0,0.0,False,,17.1,17.0,-0.1,0.01838,3,3,True,0.0,3,0,False,-1,-1,1
svc-05,down,0.5,svc-16,,0.0,0.0,0.0,False,,16.5,17.5,1.0,0.01838,3,3,True,0.0,2,0,False,-1,-1,1
svc-05,down,0.5,svc-17,,0.0,0.0,0.0,False,,17.2,17.3,0.1,0.01838,3,3,True,0.0,1,0,False,-1,-1,1
svc-05,slow,0.8,svc-00,,0.0,0.0,0.0,False,,251.0,228.8,-22.2,0.01838,3,3,True,0.0,0,3,False,-1,-1,0
svc-05,slow,0.8,svc-01,1.0,0.0,1.0,1.0,True,0.0,236.6,1759.2,1522.6,0.01838,3,3,True,0.0,0,1,True,800,1,0
svc-05,slow,0.8,svc-02,1.0,0.0,0.0,0.0,False,,235.5,1423.1,1187.6,0.01838,3,3,True,0.0,0,2,True,1500,0,0
svc-05,slow,0.8,svc-03,1.0,0.0,0.0,0.0,False,,226.0,1414.5,1188.5,0.01838,3,3,True,0.0,0,2,True,1500,0,0
svc-05,slow,0.8,svc-04,,0.0,0.0,0.0,False,,141.4,98.1,-43.3,0.01838,3,3,True,0.0,1,1,False,-1,-1,0
svc-05,slow,0.8,svc-06,,0.0,0.0,0.0,False,,135.7,118.2,-17.5,0.01838,3,3,True,0.01103,1,3,False,-1,-1,0
svc-05,slow,0.8,svc-07,,0.0,0.0,0.0,False,,128.6,92.7,-35.9,0.01838,3,3,True,0.01838,1,5,False,-1,-1,0
svc-05,slow,0.8,svc-08,,0.0,0.0,0.0,False,,178.6,204.8,26.2,0.01838,3,3,True,0.04412,2,5,False,-1,-1,0
svc-05,slow,0.8,svc-09,,0.0,0.0,0.0,False,,230.6,210.1,-20.5,0.01838,3,3,True,0.01838,1,3,False,-1,-1,0
svc-05,slow,0.8,svc-10,,0.0,0.0,0.0,False,,27.3,10.5,-16.8,0.01838,3,3,True,0.0,6,0,False,-1,-1,0
svc-05,slow,0.8,svc-11,,0.0,0.0,0.0,False,,27.1,10.7,-16.4,0.01838,3,3,True,0.0,2,0,False,-1,-1,0
svc-05,slow,0.8,svc-12,,0.0,0.0,0.0,False,,27.8,10.6,-17.2,0.01838,3,3,True,0.0,1,0,False,-1,-1,0
svc-05,slow,0.8,svc-13,,0.0,0.0,0.0,False,,28.5,12.9,-15.6,0.01838,3,3,True,0.0,2,0,False,-1,-1,0
svc-05,slow,0.8,svc-14,,0.0,0.0,0.0,False,,28.2,11.1,-17.1,0.01838,3,3,True,0.0,2,0,False,-1,-1,0
svc-05,slow,0.8,svc-15,,0.0,0.0,0.0,False,,26.9,11.8,-15.1,0.01838,3,3,True,0.0,3,0,False,-1,-1,0
svc-05,slow,0.8,svc-16,,0.0,0.0,0.0,False,,26.5,11.5,-15.0,0.01838,3,3,True,0.0,2,0,False,-1,-1,0
svc-05,slow,0.8,svc-17,,0.0,0.0,0.0,False,,28.0,10.4,-17.6,0.01838,3,3,True,0.0,1,0,False,-1,-1,0
svc-05,slow,0.3,svc-00,,0.0,0.0,0.0,False,,235.8,227.2,-8.6,0.01838,3,3,True,0.0,0,3,False,-1,-1,0
svc-05,slow,0.3,svc-01,1.0,0.0,0.0,0.0,False,,237.1,699.4,462.3,0.01838,3,3,True,0.0,0,1,True,800,1,0
svc-05,slow,0.3,svc-02,1.0,0.0,0.0,0.0,False,,222.3,666.7,444.4,0.01838,3,3,True,0.0,0,2,True,1500,0,0
svc-05,slow,0.3,svc-03,1.0,0.0,0.0,0.0,False,,221.6,693.0,471.4,0.01838,3,3,True,0.0,0,2,True,1500,0,0
svc-05,slow,0.3,svc-04,,0.0,0.0,0.0,False,,84.5,86.1,1.6,0.01838,3,3,True,0.0,1,1,False,-1,-1,0
svc-05,slow,0.3,svc-06,,0.0,0.0,0.0,False,,121.5,120.1,-1.4,0.01838,3,3,True,0.01103,1,3,False,-1,-1,0
svc-05,slow,0.3,svc-07,,0.0,0.0,0.0,False,,133.1,103.3,-29.8,0.01838,3,3,True,0.01838,1,5,False,-1,-1,0
svc-05,slow,0.3,svc-08,,0.0,0.0,0.0,False,,205.4,129.7,-75.7,0.01838,3,3,True,0.04412,2,5,False,-1,-1,0
svc-05,slow,0.3,svc-09,,0.0,0.0,0.0,False,,213.9,178.3,-35.6,0.01838,3,3,True,0.01838,1,3,False,-1,-1,0
svc-05,slow,0.3,svc-10,,0.0,0.0,0.0,False,,17.7,9.2,-8.5,0.01838,3,3,True,0.0,6,0,False,-1,-1,0
svc-05,slow,0.3,svc-11,,0.0,0.0,0.0,False,,17.5,9.4,-8.1,0.01838,3,3,True,0.0,2,0,False,-1,-1,0
svc-05,slow,0.3,svc-12,,0.0,0.0,0.0,False,,17.6,10.0,-7.6,0.01838,3,3,True,0.0,1,0,False,-1,-1,0
svc-05,slow,0.3,svc-13,,0.0,0.0,0.0,False,,17.0,10.1,-6.9,0.01838,3,3,True,0.0,2,0,False,-1,-1,0
svc-05,slow,0.3,svc-14,,0.0,0.0,0.0,False,,17.1,10.4,-6.7,0.01838,3,3,True,0.0,2,0,False,-1,-1,0
svc-05,slow,0.3,svc-15,,0.0,0.0,0.0,False,,17.2,11.4,-5.8,0.01838,3,3,True,0.0,3,0,False,-1,-1,0
svc-05,slow,0.3,svc-16,,0.0,0.0,0.0,False,,16.5,9.3,-7.2,0.01838,3,3,True,0.0,2,0,False,-1,-1,0
svc-05,slow,0.3,svc-17,,0.0,0.0,0.0,False,,16.7,10.0,-6.7,0.01838,3,3,True,0.0,1,0,False,-1,-1,0
svc-06,down,1.0,svc-00,1.0,0.0,1.0,1.0,True,0.0,257.1,234.6,-22.5,0.01103,1,3,False,0.0,0,3,True,800,0,1
svc-06,down,1.0,svc-01,,0.0,0.0,0.0,False,,238.7,213.2,-25.5,0.01103,1,3,False,0.0,0,1,False,-1,-1,1
svc-06,down,1.0,svc-02,,0.0,0.0,0.0,False,,218.1,206.9,-11.2,0.01103,1,3,False,0.0,0,2,False,-1,-1,1
svc-06,down,1.0,svc-03,,0.0,0.0,0.0,False,,239.5,210.0,-29.5,0.01103,1,3,False,0.0,0,2,False,-1,-1,1
svc-06,down,1.0,svc-04,,0.0,0.0,0.0,False,,98.6,95.6,-3.0,0.01103,1,3,False,0.0,1,1,False,-1,-1,1
svc-06,down,1.0,svc-05,,0.0,0.0,0.0,False,,202.2,181.1,-21.1,0.01103,1,3,False,0.01838,3,3,False,-1,-1,1
svc-06,down,1.0,svc-07,,0.0,0.0,0.0,False,,121.4,95.6,-25.8,0.01103,1,3,False,0.01838,1,5,False,-1,-1,1
svc-06,down,1.0,svc-08,,0.0,0.0,0.0,False,,229.4,163.3,-66.1,0.01103,1,3,False,0.04412,2,5,False,-1,-1,1
svc-06,down,1.0,svc-09,,0.0,0.0,0.0,False,,242.3,205.8,-36.5,0.01103,1,3,False,0.01838,1,3,False,-1,-1,1
svc-06,down,1.0,svc-10,,0.0,0.0,0.0,False,,14.8,15.0,0.2,0.01103,1,3,False,0.0,6,0,False,-1,-1,1
svc-06,down,1.0,svc-11,,0.0,0.0,0.0,False,,15.9,15.3,-0.6,0.01103,1,3,False,0.0,2,0,False,-1,-1,1
svc-06,down,1.0,svc-12,,0.0,0.0,0.0,False,,17.5,15.6,-1.9,0.01103,1,3,False,0.0,1,0,False,-1,-1,1
svc-06,down,1.0,svc-13,,0.0,0.0,0.0,False,,15.9,15.7,-0.2,0.01103,1,3,False,0.0,2,0,False,-1,-1,1
svc-06,down,1.0,svc-14,,0.0,0.0,0.0,False,,18.2,14.8,-3.4,0.01103,1,3,False,0.0,2,0,False,-1,-1,1
svc-06,down,1.0,svc-15,,0.0,0.0,0.0,False,,17.4,14.7,-2.7,0.01103,1,3,False,0.0,3,0,False,-1,-1,1
svc-06,down,1.0,svc-16,,0.0,0.0,0.0,False,,16.7,14.5,-2.2,0.01103,1,3,False,0.0,2,0,False,-1,-1,1
svc-06,down,1.0,svc-17,,0.0,0.0,0.0,False,,16.3,13.8,-2.5,0.01103,1,3,False,0.0,1,0,False,-1,-1,1
svc-06,down,0.5,svc-00,1.0,0.0,0.333,0.333,True,2934.0,261.4,235.9,-25.5,0.01103,1,3,False,0.0,0,3,True,800,0,1
svc-06,down,0.5,svc-01,,0.0,0.0,0.0,False,,253.5,219.1,-34.4,0.01103,1,3,False,0.0,0,1,False,-1,-1,1
svc-06,down,0.5,svc-02,,0.0,0.0,0.0,False,,233.4,209.0,-24.4,0.01103,1,3,False,0.0,0,2,False,-1,-1,1
svc-06,down,0.5,svc-03,,0.0,0.0,0.0,False,,232.2,215.3,-16.9,0.01103,1,3,False,0.0,0,2,False,-1,-1,1
svc-06,down,0.5,svc-04,,0.0,0.0,0.0,False,,120.9,92.5,-28.4,0.01103,1,3,False,0.0,1,1,False,-1,-1,1
svc-06,down,0.5,svc-05,,0.0,0.0,0.0,False,,218.9,181.9,-37.0,0.01103,1,3,False,0.01838,3,3,False,-1,-1,1
svc-06,down,0.5,svc-07,,0.0,0.0,0.0,False,,145.2,114.2,-31.0,0.01103,1,3,False,0.01838,1,5,False,-1,-1,1
svc-06,down,0.5,svc-08,,0.0,0.0,0.0,False,,210.9,176.0,-34.9,0.01103,1,3,False,0.04412,2,5,False,-1,-1,1
svc-06,down,0.5,svc-09,,0.0,0.0,0.0,False,,233.7,206.2,-27.5,0.01103,1,3,False,0.01838,1,3,False,-1,-1,1
svc-06,down,0.5,svc-10,,0.0,0.0,0.0,False,,18.2,14.5,-3.7,0.01103,1,3,False,0.0,6,0,False,-1,-1,1
svc-06,down,0.5,svc-11,,0.0,0.0,0.0,False,,18.7,15.9,-2.8,0.01103,1,3,False,0.0,2,0,False,-1,-1,1
svc-06,down,0.5,svc-12,,0.0,0.0,0.0,False,,18.3,15.9,-2.4,0.01103,1,3,False,0.0,1,0,False,-1,-1,1
svc-06,down,0.5,svc-13,,0.0,0.0,0.0,False,,19.7,15.5,-4.2,0.01103,1,3,False,0.0,2,0,False,-1,-1,1
svc-06,down,0.5,svc-14,,0.0,0.0,0.0,False,,19.2,14.8,-4.4,0.01103,1,3,False,0.0,2,0,False,-1,-1,1
svc-06,down,0.5,svc-15,,0.0,0.0,0.0,False,,19.0,14.3,-4.7,0.01103,1,3,False,0.0,3,0,False,-1,-1,1
svc-06,down,0.5,svc-16,,0.0,0.0,0.0,False,,18.6,14.0,-4.6,0.01103,1,3,False,0.0,2,0,False,-1,-1,1
svc-06,down,0.5,svc-17,,0.0,0.0,0.0,False,,19.2,14.0,-5.2,0.01103,1,3,False,0.0,1,0,False,-1,-1,1
svc-06,slow,0.8,svc-00,1.0,0.0,1.0,1.0,True,0.0,240.5,894.4,653.9,0.01103,1,3,False,0.0,0,3,True,800,0,0
svc-06,slow,0.8,svc-01,,0.0,0.0,0.0,False,,223.9,233.0,9.1,0.01103,1,3,False,0.0,0,1,False,-1,-1,0
svc-06,slow,0.8,svc-02,,0.0,0.0,0.0,False,,203.8,240.7,36.9,0.01103,1,3,False,0.0,0,2,False,-1,-1,0
svc-06,slow,0.8,svc-03,,0.0,0.0,0.0,False,,221.7,268.8,47.1,0.01103,1,3,False,0.0,0,2,False,-1,-1,0
svc-06,slow,0.8,svc-04,,0.0,0.0,0.0,False,,77.2,141.2,64.0,0.01103,1,3,False,0.0,1,1,False,-1,-1,0
svc-06,slow,0.8,svc-05,,0.0,0.0,0.0,False,,191.4,165.8,-25.6,0.01103,1,3,False,0.01838,3,3,False,-1,-1,0
svc-06,slow,0.8,svc-07,,0.0,0.0,0.0,False,,117.1,116.2,-0.9,0.01103,1,3,False,0.01838,1,5,False,-1,-1,0
svc-06,slow,0.8,svc-08,,0.0,0.0,0.0,False,,209.8,242.9,33.1,0.01103,1,3,False,0.04412,2,5,False,-1,-1,0
svc-06,slow,0.8,svc-09,,0.0,0.0,0.0,False,,216.2,251.2,35.0,0.01103,1,3,False,0.01838,1,3,False,-1,-1,0
svc-06,slow,0.8,svc-10,,0.0,0.0,0.0,False,,15.2,15.4,0.2,0.01103,1,3,False,0.0,6,0,False,-1,-1,0
svc-06,slow,0.8,svc-11,,0.0,0.0,0.0,False,,15.0,14.4,-0.6,0.01103,1,3,False,0.0,2,0,False,-1,-1,0
svc-06,slow,0.8,svc-12,,0.0,0.0,0.0,False,,14.7,17.2,2.5,0.01103,1,3,False,0.0,1,0,False,-1,-1,0
svc-06,slow,0.8,svc-13,,0.0,0.0,0.0,False,,15.6,16.8,1.2,0.01103,1,3,False,0.0,2,0,False,-1,-1,0
svc-06,slow,0.8,svc-14,,0.0,0.0,0.0,False,,14.9,16.3,1.4,0.01103,1,3,False,0.0,2,0,False,-1,-1,0
svc-06,slow,0.8,svc-15,,0.0,0.0,0.0,False,,15.2,17.6,2.4,0.01103,1,3,False,0.0,3,0,False,-1,-1,0
svc-06,slow,0.8,svc-16,,0.0,0.0,0.0,False,,15.0,15.3,0.3,0.01103,1,3,False,0.0,2,0,False,-1,-1,0
svc-06,slow,0.8,svc-17,,0.0,0.0,0.0,False,,15.4,16.9,1.5,0.01103,1,3,False,0.0,1,0,False,-1,-1,0
svc-06,slow,0.3,svc-00,1.0,0.0,0.0,0.0,False,,260.8,661.1,400.3,0.01103,1,3,False,0.0,0,3,True,800,0,0
svc-06,slow,0.3,svc-01,,0.0,0.0,0.0,False,,234.7,237.5,2.8,0.01103,1,3,False,0.0,0,1,False,-1,-1,0
svc-06,slow,0.3,svc-02,,0.0,0.0,0.0,False,,217.9,225.9,8.0,0.01103,1,3,False,0.0,0,2,False,-1,-1,0
svc-06,slow,0.3,svc-03,,0.0,0.0,0.0,False,,219.7,245.3,25.6,0.01103,1,3,False,0.0,0,2,False,-1,-1,0
svc-06,slow,0.3,svc-04,,0.0,0.0,0.0,False,,95.7,107.6,11.9,0.01103,1,3,False,0.0,1,1,False,-1,-1,0
svc-06,slow,0.3,svc-05,,0.0,0.0,0.0,False,,200.9,201.3,0.4,0.01103,1,3,False,0.01838,3,3,False,-1,-1,0
svc-06,slow,0.3,svc-07,,0.0,0.0,0.0,False,,152.8,110.1,-42.7,0.01103,1,3,False,0.01838,1,5,False,-1,-1,0
svc-06,slow,0.3,svc-08,,0.0,0.0,0.0,False,,190.4,206.8,16.4,0.01103,1,3,False,0.04412,2,5,False,-1,-1,0
svc-06,slow,0.3,svc-09,,0.0,0.0,0.0,False,,214.8,238.0,23.2,0.01103,1,3,False,0.01838,1,3,False,-1,-1,0
svc-06,slow,0.3,svc-10,,0.0,0.0,0.0,False,,19.6,14.7,-4.9,0.01103,1,3,False,0.0,6,0,False,-1,-1,0
svc-06,slow,0.3,svc-11,,0.0,0.0,0.0,False,,20.4,14.5,-5.9,0.01103,1,3,False,0.0,2,0,False,-1,-1,0
svc-06,slow,0.3,svc-12,,0.0,0.0,0.0,False,,20.5,13.2,-7.3,0.01103,1,3,False,0.0,1,0,False,-1,-1,0
svc-06,slow,0.3,svc-13,,0.0,0.0,0.0,False,,19.7,14.7,-5.0,0.01103,1,3,False,0.0,2,0,False,-1,-1,0
svc-06,slow,0.3,svc-14,,0.0,0.0,0.0,False,,19.7,14.8,-4.9,0.01103,1,3,False,0.0,2,0,False,-1,-1,0
svc-06,slow,0.3,svc-15,,0.0,0.0,0.0,False,,20.0,14.6,-5.4,0.01103,1,3,False,0.0,3,0,False,-1,-1,0
svc-06,slow,0.3,svc-16,,0.0,0.0,0.0,False,,20.4,15.4,-5.0,0.01103,1,3,False,0.0,2,0,False,-1,-1,0
svc-06,slow,0.3,svc-17,,0.0,0.0,0.0,False,,20.4,14.7,-5.7,0.01103,1,3,False,0.0,1,0,False,-1,-1,0
svc-07,down,1.0,svc-00,,0.0,0.0,0.0,False,,277.3,255.9,-21.4,0.01838,1,5,True,0.0,0,3,False,-1,-1,1
svc-07,down,1.0,svc-01,,0.0,0.0,0.0,False,,260.0,244.5,-15.5,0.01838,1,5,True,0.0,0,1,False,-1,-1,1
svc-07,down,1.0,svc-02,1.0,0.0,1.0,1.0,True,0.0,259.8,229.1,-30.7,0.01838,1,5,True,0.0,0,2,True,2000,1,1
svc-07,down,1.0,svc-03,,0.0,0.0,0.0,False,,259.9,236.9,-23.0,0.01838,1,5,True,0.0,0,2,False,-1,-1,1
svc-07,down,1.0,svc-04,,0.0,0.0,0.0,False,,135.5,91.6,-43.9,0.01838,1,5,True,0.0,1,1,False,-1,-1,1
svc-07,down,1.0,svc-05,,0.0,0.0,0.0,False,,221.4,206.0,-15.4,0.01838,1,5,True,0.01838,3,3,False,-1,-1,1
svc-07,down,1.0,svc-06,,0.0,0.0,0.0,False,,154.4,139.0,-15.4,0.01838,1,5,True,0.01103,1,3,False,-1,-1,1
svc-07,down,1.0,svc-08,,0.0,0.0,0.0,False,,218.1,194.3,-23.8,0.01838,1,5,True,0.04412,2,5,False,-1,-1,1
svc-07,down,1.0,svc-09,,0.0,0.0,0.0,False,,257.3,234.0,-23.3,0.01838,1,5,True,0.01838,1,3,False,-1,-1,1
svc-07,down,1.0,svc-10,,0.0,0.0,0.0,False,,27.1,22.2,-4.9,0.01838,1,5,True,0.0,6,0,False,-1,-1,1
svc-07,down,1.0,svc-11,,0.0,0.0,0.0,False,,26.3,20.6,-5.7,0.01838,1,5,True,0.0,2,0,False,-1,-1,1
svc-07,down,1.0,svc-12,,0.0,0.0,0.0,False,,26.7,21.5,-5.2,0.01838,1,5,True,0.0,1,0,False,-1,-1,1
svc-07,down,1.0,svc-13,,0.0,0.0,0.0,False,,26.9,22.1,-4.8,0.01838,1,5,True,0.0,2,0,False,-1,-1,1
svc-07,down,1.0,svc-14,,0.0,0.0,0.0,False,,24.7,20.6,-4.1,0.01838,1,5,True,0.0,2,0,False,-1,-1,1
svc-07,down,1.0,svc-15,,0.0,0.0,0.0,False,,26.5,19.9,-6.6,0.01838,1,5,True,0.0,3,0,False,-1,-1,1
svc-07,down,1.0,svc-16,,0.0,0.0,0.0,False,,27.9,21.2,-6.7,0.01838,1,5,True,0.0,2,0,False,-1,-1,1
svc-07,down,1.0,svc-17,,0.0,0.0,0.0,False,,26.4,21.5,-4.9,0.01838,1,5,True,0.0,1,0,False,-1,-1,1
svc-07,down,0.5,svc-00,,0.0,0.0,0.0,False,,267.4,241.0,-26.4,0.01838,1,5,True,0.0,0,3,False,-1,-1,1
svc-07,down,0.5,svc-01,,0.0,0.0,0.0,False,,252.4,225.2,-27.2,0.01838,1,5,True,0.0,0,1,False,-1,-1,1
svc-07,down,0.5,svc-02,1.0,0.0,0.222,0.222,True,954.9,240.4,206.9,-33.5,0.01838,1,5,True,0.0,0,2,True,2000,1,1
svc-07,down,0.5,svc-03,,0.0,0.0,0.0,False,,245.2,212.9,-32.3,0.01838,1,5,True,0.0,0,2,False,-1,-1,1
svc-07,down,0.5,svc-04,,0.0,0.0,0.0,False,,110.9,84.7,-26.2,0.01838,1,5,True,0.0,1,1,False,-1,-1,1
svc-07,down,0.5,svc-05,,0.0,0.0,0.0,False,,214.0,191.0,-23.0,0.01838,1,5,True,0.01838,3,3,False,-1,-1,1
svc-07,down,0.5,svc-06,,0.0,0.0,0.0,False,,141.9,122.8,-19.1,0.01838,1,5,True,0.01103,1,3,False,-1,-1,1
svc-07,down,0.5,svc-08,,0.0,0.0,0.0,False,,235.5,187.2,-48.3,0.01838,1,5,True,0.04412,2,5,False,-1,-1,1
svc-07,down,0.5,svc-09,,0.0,0.0,0.0,False,,249.1,208.8,-40.3,0.01838,1,5,True,0.01838,1,3,False,-1,-1,1
svc-07,down,0.5,svc-10,,0.0,0.0,0.0,False,,16.9,15.3,-1.6,0.01838,1,5,True,0.0,6,0,False,-1,-1,1
svc-07,down,0.5,svc-11,,0.0,0.0,0.0,False,,22.1,13.1,-9.0,0.01838,1,5,True,0.0,2,0,False,-1,-1,1
svc-07,down,0.5,svc-12,,0.0,0.0,0.0,False,,22.3,13.3,-9.0,0.01838,1,5,True,0.0,1,0,False,-1,-1,1
svc-07,down,0.5,svc-13,,0.0,0.0,0.0,False,,22.3,14.5,-7.8,0.01838,1,5,True,0.0,2,0,False,-1,-1,1
svc-07,down,0.5,svc-14,,0.0,0.0,0.0,False,,20.5,15.0,-5.5,0.01838,1,5,True,0.0,2,0,False,-1,-1,1
svc-07,down,0.5,svc-15,,0.0,0.0,0.0,False,,21.5,13.9,-7.6,0.01838,1,5,True,0.0,3,0,False,-1,-1,1
svc-07,down,0.5,svc-16,,0.0,0.0,0.0,False,,18.0,13.8,-4.2,0.01838,1,5,True,0.0,2,0,False,-1,-1,1
svc-07,down,0.5,svc-17,,0.0,0.0,0.0,False,,19.8,13.5,-6.3,0.01838,1,5,True,0.0,1,0,False,-1,-1,1
svc-07,slow,0.8,svc-00,,0.0,0.0,0.0,False,,241.7,259.7,18.0,0.01838,1,5,True,0.0,0,3,False,-1,-1,0
svc-07,slow,0.8,svc-01,,0.0,0.0,0.0,False,,215.7,242.9,27.2,0.01838,1,5,True,0.0,0,1,False,-1,-1,0
svc-07,slow,0.8,svc-02,1.0,0.0,0.0,0.0,False,,187.7,1424.4,1236.7,0.01838,1,5,True,0.0,0,2,True,2000,1,0
svc-07,slow,0.8,svc-03,,0.0,0.0,0.0,False,,219.9,239.3,19.4,0.01838,1,5,True,0.0,0,2,False,-1,-1,0
svc-07,slow,0.8,svc-04,,0.0,0.0,0.0,False,,91.9,80.8,-11.1,0.01838,1,5,True,0.0,1,1,False,-1,-1,0
svc-07,slow,0.8,svc-05,,0.0,0.0,0.0,False,,182.7,166.8,-15.9,0.01838,1,5,True,0.01838,3,3,False,-1,-1,0
svc-07,slow,0.8,svc-06,,0.0,0.0,0.0,False,,129.3,139.5,10.2,0.01838,1,5,True,0.01103,1,3,False,-1,-1,0
svc-07,slow,0.8,svc-08,,0.0,0.0,0.0,False,,210.6,228.7,18.1,0.01838,1,5,True,0.04412,2,5,False,-1,-1,0
svc-07,slow,0.8,svc-09,,0.0,0.0,0.0,False,,217.8,236.2,18.4,0.01838,1,5,True,0.01838,1,3,False,-1,-1,0
svc-07,slow,0.8,svc-10,,0.0,0.0,0.0,False,,15.7,15.0,-0.7,0.01838,1,5,True,0.0,6,0,False,-1,-1,0
svc-07,slow,0.8,svc-11,,0.0,0.0,0.0,False,,15.1,14.9,-0.2,0.01838,1,5,True,0.0,2,0,False,-1,-1,0
svc-07,slow,0.8,svc-12,,0.0,0.0,0.0,False,,16.1,15.3,-0.8,0.01838,1,5,True,0.0,1,0,False,-1,-1,0
svc-07,slow,0.8,svc-13,,0.0,0.0,0.0,False,,16.1,17.6,1.5,0.01838,1,5,True,0.0,2,0,False,-1,-1,0
svc-07,slow,0.8,svc-14,,0.0,0.0,0.0,False,,16.2,14.4,-1.8,0.01838,1,5,True,0.0,2,0,False,-1,-1,0
svc-07,slow,0.8,svc-15,,0.0,0.0,0.0,False,,15.8,15.0,-0.8,0.01838,1,5,True,0.0,3,0,False,-1,-1,0
svc-07,slow,0.8,svc-16,,0.0,0.0,0.0,False,,16.1,16.7,0.6,0.01838,1,5,True,0.0,2,0,False,-1,-1,0
svc-07,slow,0.8,svc-17,,0.0,0.0,0.0,False,,15.2,13.9,-1.3,0.01838,1,5,True,0.0,1,0,False,-1,-1,0
svc-07,slow,0.3,svc-00,,0.0,0.0,0.0,False,,254.3,241.5,-12.8,0.01838,1,5,True,0.0,0,3,False,-1,-1,0
svc-07,slow,0.3,svc-01,,0.0,0.0,0.0,False,,237.5,221.4,-16.1,0.01838,1,5,True,0.0,0,1,False,-1,-1,0
svc-07,slow,0.3,svc-02,1.0,0.0,0.0,0.0,False,,217.1,665.7,448.6,0.01838,1,5,True,0.0,0,2,True,2000,1,0
svc-07,slow,0.3,svc-03,,0.0,0.0,0.0,False,,234.4,209.0,-25.4,0.01838,1,5,True,0.0,0,2,False,-1,-1,0
svc-07,slow,0.3,svc-04,,0.0,0.0,0.0,False,,89.4,88.9,-0.5,0.01838,1,5,True,0.0,1,1,False,-1,-1,0
svc-07,slow,0.3,svc-05,,0.0,0.0,0.0,False,,202.7,192.3,-10.4,0.01838,1,5,True,0.01838,3,3,False,-1,-1,0
svc-07,slow,0.3,svc-06,,0.0,0.0,0.0,False,,140.4,129.0,-11.4,0.01838,1,5,True,0.01103,1,3,False,-1,-1,0
svc-07,slow,0.3,svc-08,,0.0,0.0,0.0,False,,195.9,170.8,-25.1,0.01838,1,5,True,0.04412,2,5,False,-1,-1,0
svc-07,slow,0.3,svc-09,,0.0,0.0,0.0,False,,227.6,202.6,-25.0,0.01838,1,5,True,0.01838,1,3,False,-1,-1,0
svc-07,slow,0.3,svc-10,,0.0,0.0,0.0,False,,17.8,12.5,-5.3,0.01838,1,5,True,0.0,6,0,False,-1,-1,0
svc-07,slow,0.3,svc-11,,0.0,0.0,0.0,False,,17.6,12.4,-5.2,0.01838,1,5,True,0.0,2,0,False,-1,-1,0
svc-07,slow,0.3,svc-12,,0.0,0.0,0.0,False,,17.3,11.9,-5.4,0.01838,1,5,True,0.0,1,0,False,-1,-1,0
svc-07,slow,0.3,svc-13,,0.0,0.0,0.0,False,,16.9,12.9,-4.0,0.01838,1,5,True,0.0,2,0,False,-1,-1,0
svc-07,slow,0.3,svc-14,,0.0,0.0,0.0,False,,16.3,12.1,-4.2,0.01838,1,5,True,0.0,2,0,False,-1,-1,0
svc-07,slow,0.3,svc-15,,0.0,0.0,0.0,False,,16.4,13.0,-3.4,0.01838,1,5,True,0.0,3,0,False,-1,-1,0
svc-07,slow,0.3,svc-16,,0.0,0.0,0.0,False,,16.3,13.1,-3.2,0.01838,1,5,True,0.0,2,0,False,-1,-1,0
svc-07,slow,0.3,svc-17,,0.0,0.0,0.0,False,,16.4,11.9,-4.5,0.01838,1,5,True,0.0,1,0,False,-1,-1,0
svc-08,down,1.0,svc-00,2.0,0.0,1.0,1.0,True,0.0,289.0,196.2,-92.8,0.04412,2,5,False,0.0,0,3,False,-1,-1,1
svc-08,down,1.0,svc-01,,0.0,0.0,0.0,False,,265.0,246.4,-18.6,0.04412,2,5,False,0.0,0,1,False,-1,-1,1
svc-08,down,1.0,svc-02,,0.0,0.0,0.0,False,,262.6,236.1,-26.5,0.04412,2,5,False,0.0,0,2,False,-1,-1,1
svc-08,down,1.0,svc-03,1.0,0.0,1.0,1.0,True,0.0,272.7,216.5,-56.2,0.04412,2,5,False,0.0,0,2,True,800,1,1
svc-08,down,1.0,svc-04,,0.0,0.0,0.0,False,,108.1,102.8,-5.3,0.04412,2,5,False,0.0,1,1,False,-1,-1,1
svc-08,down,1.0,svc-05,,0.0,0.0,0.0,False,,225.3,208.7,-16.6,0.04412,2,5,False,0.01838,3,3,False,-1,-1,1
svc-08,down,1.0,svc-06,,0.0,0.0,0.0,False,,159.3,142.8,-16.5,0.04412,2,5,False,0.01103,1,3,False,-1,-1,1
svc-08,down,1.0,svc-07,,0.0,0.0,0.0,False,,146.7,141.0,-5.7,0.04412,2,5,False,0.01838,1,5,False,-1,-1,1
svc-08,down,1.0,svc-09,1.0,0.0,1.0,1.0,True,0.0,267.4,153.0,-114.4,0.04412,2,5,False,0.01838,1,3,True,1500,1,1
svc-08,down,1.0,svc-10,,0.0,0.0,0.0,False,,23.3,21.4,-1.9,0.04412,2,5,False,0.0,6,0,False,-1,-1,1
